id,total_len,nb_groups,len_groups,max_len_group
HUK-Coburg-Rechtsschutzversicherung_11,11,1,[11],11
HUK-Coburg-Rechtsschutzversicherung_12,15,1,[15],15
HUK-Coburg-Rechtsschutzversicherung_14,9,1,[9],9
HUK-Coburg-Rechtsschutzversicherung_2,22,1,[22],22
HUK-Coburg-Rechtsschutzversicherung_15,20,2,"[10, 10]",10
HUK-Coburg-Rechtsschutzversicherung_13,36,1,[36],36
HUK-Coburg-Rechtsschutzversicherung_3,20,2,"[16, 4]",16
HUK-Coburg-Rechtsschutzversicherung_4,10,1,[10],10
HUK-Coburg-Rechtsschutzversicherung_5,11,2,"[7, 4]",7
HUK-Coburg-Rechtsschutzversicherung_7,14,1,[14],14
HUK-Coburg-Rechtsschutzversicherung_6,19,3,"[11, 4, 4]",11
HUK-Coburg-Rechtsschutzversicherung_8,13,1,[13],13
HUK-Coburg-Rechtsschutzversicherung_9,12,1,[12],12
Humana GmbH_1,16,1,[16],16
Humana GmbH_2,16,1,[16],16
Humana GmbH_0,40,2,"[10, 30]",30
Humana GmbH_5,17,1,[17],17
Humana GmbH_3,25,1,[25],25
Humana GmbH_4,40,2,"[10, 30]",30
Hutchinson SA_2,3,1,[3],3
Hostsharing eG_1,156,19,"[4, 13, 13, 10, 9, 11, 8, 13, 5, 11, 16, 8, 8, 5, 4, 6, 4, 4, 4]",16
HYDAC_0,8,1,[8],8
Hutchinson SA_0,18,4,"[5, 4, 5, 4]",5
HYDAC_10,10,2,"[6, 4]",6
Hutchinson SA_3,34,2,"[26, 8]",26
HYDAC_1,8,1,[8],8
HYDAC_11,10,2,"[6, 4]",6
HYDAC_4,10,2,"[6, 4]",6
HYDAC_3,18,1,[18],18
HYDAC_5,12,1,[12],12
HYDAC_2,32,2,"[24, 8]",24
HYDAC_6,11,1,[11],11
HYDAC_7,12,1,[12],12
HYDAC_8,19,2,"[12, 7]",12
HYDAC_9,20,2,"[10, 10]",10
Hüni + Co_0,12,1,[12],12
Hüni + Co_3,4,1,[4],4
Hüni + Co_4,4,1,[4],4
Hüni + Co_1,11,1,[11],11
IFS AB_0,13,1,[13],13
Hüni + Co_2,16,2,"[9, 7]",9
INIT AG für digitale Kommunikation_0,11,2,"[6, 5]",6
INIT AG für digitale Kommunikation_1,14,1,[14],14
INIT AG für digitale Kommunikation_2,11,2,"[6, 5]",6
INIT AG für digitale Kommunikation_3,11,1,[11],11
Hutchinson SA_1,169,11,"[18, 14, 10, 22, 22, 26, 26, 5, 10, 11, 5]",26
IFS AB_1,46,4,"[19, 8, 12, 7]",19
IONITY_0,65,7,"[10, 6, 14, 9, 10, 6, 10]",14
Interlloyd Versicherung_1,91,13,"[5, 5, 5, 8, 14, 4, 4, 4, 12, 8, 7, 7, 8]",14
Josef Seibel Schuhfabrik_0,14,1,[14],14
Interlloyd Versicherung_0,116,19,"[6, 3, 5, 5, 6, 6, 6, 3, 4, 8, 6, 6, 8, 9, 8, 6, 4, 9, 8]",9
Josef Seibel Schuhfabrik_1,15,2,"[9, 6]",9
Josef Seibel Schuhfabrik_11,3,1,[3],3
Josef Seibel Schuhfabrik_10,15,2,"[9, 6]",9
Josef Seibel Schuhfabrik_12,14,2,"[7, 7]",7
Josef Seibel Schuhfabrik_2,16,1,[16],16
Josef Seibel Schuhfabrik_3,12,2,"[6, 6]",6
Josef Seibel Schuhfabrik_4,7,1,[7],7
Josef Seibel Schuhfabrik_7,15,2,"[9, 6]",9
Josef Seibel Schuhfabrik_8,3,1,[3],3
Josef Seibel Schuhfabrik_6,18,1,[18],18
Josef Seibel Schuhfabrik_9,5,1,[5],5
Janitos Versicherung_0,104,13,"[6, 8, 4, 4, 8, 11, 8, 10, 11, 14, 7, 6, 7]",14
Kaeser Compressor_0,9,1,[9],9
Kali Chemie_0,13,2,"[6, 7]",7
Kali Chemie_1,35,5,"[12, 7, 7, 5, 4]",12
Kaeser Compressor_1,111,7,"[13, 13, 17, 12, 40, 4, 12]",40
Kali Chemie_2,66,6,"[9, 13, 13, 13, 5, 13]",13
KAMAG vehicles_0,17,3,"[4, 7, 6]",7
Kermi_0,16,2,"[11, 5]",11
Kaeser Compressor_2,167,17,"[5, 5, 14, 8, 13, 13, 11, 12, 8, 8, 8, 10, 10, 5, 5, 16, 16]",16
Josef Seibel Schuhfabrik_5,205,32,"[7, 7, 4, 4, 7, 9, 8, 14, 8, 8, 8, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 4, 6, 12]",14
KAMAG vehicles_1,101,9,"[15, 12, 12, 14, 19, 12, 4, 4, 9]",19
Kermi_1,15,1,[15],15
Kirchhoff Gruppe_3,7,1,[7],7
Kirchhoff Gruppe_1,5,1,[5],5
Kirchhoff Gruppe_2,9,1,[9],9
Klöckner & Co SE_0,8,1,[8],8
Klöckner & Co SE_1,8,1,[8],8
Kirchhoff Gruppe_0,100,11,"[9, 13, 11, 11, 11, 12, 5, 13, 4, 7, 4]",13
Knauf_0,58,6,"[13, 9, 11, 9, 12, 4]",13
Kirchhoff Gruppe_4,60,9,"[11, 7, 5, 5, 10, 10, 4, 4, 4]",11
KOBIL Systems_0,13,2,"[6, 7]",7
KOBIL Systems_10,11,1,[11],11
KOBIL Systems_1,21,3,"[9, 6, 6]",9
KOBIL Systems_11,11,1,[11],11
KOBIL Systems_12,7,2,"[4, 3]",4
Knauf_1,45,6,"[4, 11, 12, 9, 5, 4]",12
KOBIL Systems_13,14,2,"[8, 6]",8
KOBIL Systems_15,14,1,[14],14
KOBIL Systems_14,14,2,"[8, 6]",8
KOBIL Systems_16,7,1,[7],7
Klöckner & Co SE_2,131,18,"[13, 11, 6, 11, 4, 4, 6, 5, 8, 13, 8, 11, 8, 5, 6, 4, 4, 4]",13
KOBIL Systems_17,7,2,"[4, 3]",4
KOBIL Systems_18,7,1,[7],7
KOBIL Systems_2,8,1,[8],8
KOBIL Systems_19,10,1,[10],10
KOBIL Systems_4,8,1,[8],8
KOBIL Systems_5,11,1,[11],11
KOBIL Systems_3,14,2,"[8, 6]",8
KOBIL Systems_6,11,1,[11],11
KOBIL Systems_9,8,2,"[4, 4]",4
KOBIL Systems_8,10,1,[10],10
KOBIL Systems_7,14,2,"[8, 6]",8
Konux_1,8,1,[8],8
KTG Agrar SE_1,8,1,[8],8
KTG Agrar SE_0,36,3,"[15, 12, 9]",15
Konux_0,45,4,"[11, 9, 9, 16]",16
KTG Agrar SE_10,16,2,"[10, 6]",10
KTG Agrar SE_11,12,1,[12],12
KTG Agrar SE_12,16,1,[16],16
KTG Agrar SE_2,7,1,[7],7
KTG Agrar SE_13,22,1,[22],22
KTG Agrar SE_3,9,1,[9],9
KTG Agrar SE_4,8,1,[8],8
KTG Agrar SE_5,9,1,[9],9
KTG Agrar SE_7,15,2,"[10, 5]",10
Konux_2,71,6,"[10, 13, 7, 7, 18, 16]",18
KTG Agrar SE_6,10,1,[10],10
KTG Agrar SE_9,12,1,[12],12
Kusch Yachts_1,13,2,"[5, 8]",8
KTG Agrar SE_8,24,3,"[16, 4, 4]",16
KWS Saat SE_0,13,1,[13],13
KWS Saat SE_1,23,4,"[5, 5, 7, 6]",7
Kusch Yachts_3,50,7,"[11, 8, 6, 6, 6, 9, 4]",11
Kusch Yachts_2,51,5,"[11, 10, 5, 9, 16]",16
Kusch Yachts_0,33,1,[33],33
KWS Saat SE_2,7,1,[7],7
Landbäckerei Stinges_10,14,1,[14],14
Landbäckerei Stinges_1,18,1,[18],18
Landbäckerei Stinges_0,19,2,"[15, 4]",15
Landbäckerei Stinges_11,14,1,[14],14
Landbäckerei Stinges_12,14,1,[14],14
Landbäckerei Stinges_13,14,1,[14],14
Landbäckerei Stinges_14,14,1,[14],14
Landbäckerei Stinges_15,14,1,[14],14
Landbäckerei Stinges_16,14,1,[14],14
Landbäckerei Stinges_18,10,1,[10],10
KWS Saat SE_3,69,3,"[18, 29, 22]",29
Landbäckerei Stinges_17,24,1,[24],24
Landbäckerei Stinges_19,12,1,[12],12
Landbäckerei Stinges_20,12,1,[12],12
Landbäckerei Stinges_23,12,1,[12],12
Landbäckerei Stinges_2,22,1,[22],22
Landbäckerei Stinges_21,36,1,[36],36
Landbäckerei Stinges_4,21,2,"[15, 6]",15
Landbäckerei Stinges_3,37,1,[37],37
Landbäckerei Stinges_6,12,1,[12],12
Landbäckerei Stinges_7,14,1,[14],14
Landbäckerei Stinges_8,14,1,[14],14
Landbäckerei Stinges_5,32,1,[32],32
Landbäckerei Stinges_9,14,1,[14],14
Landgard_1,9,1,[9],9
Landgard_0,20,4,"[6, 6, 4, 4]",6
Landgard_2,16,2,"[10, 6]",10
Landgard_3,11,1,[11],11
Landgard_4,14,2,"[7, 7]",7
Landgard_5,17,2,"[11, 6]",11
Landgard_6,16,2,"[10, 6]",10
Landgard_7,9,1,[9],9
Landgard_8,14,2,"[7, 7]",7
Leistritz Group_0,8,1,[8],8
Leistritz Group_1,8,1,[8],8
Landbäckerei Stinges_22,190,34,"[4, 4, 7, 4, 4, 8, 12, 11, 3, 9, 4, 6, 8, 9, 7, 9, 3, 9, 3, 4, 7, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 8]",12
Leistritz Group_10,5,1,[5],5
Lauda Dr. R. Wobser_0,69,8,"[7, 11, 14, 14, 5, 5, 5, 8]",14
Leistritz Group_11,5,1,[5],5
Leistritz Group_12,14,2,"[10, 4]",10
Leistritz Group_3,11,1,[11],11
Leica Camera_0,89,7,"[26, 6, 6, 33, 6, 6, 6]",33
Leistritz Group_4,11,1,[11],11
Leistritz Group_2,11,1,[11],11
Leistritz Group_5,14,1,[14],14
Leistritz Group_8,6,1,[6],6
Leistritz Group_7,12,1,[12],12
Leistritz Group_9,6,1,[6],6
Level 3 Communications_1,12,2,"[6, 6]",6
Leistritz Group_6,15,1,[15],15
LichtBlick SE_1,13,1,[13],13
LichtBlick SE_10,21,1,[21],21
LichtBlick SE_0,14,2,"[7, 7]",7
LichtBlick SE_2,17,2,"[4, 13]",13
LichtBlick SE_4,20,1,[20],20
LichtBlick SE_3,10,1,[10],10
LichtBlick SE_5,22,1,[22],22
LichtBlick SE_7,12,1,[12],12
LichtBlick SE_6,19,3,"[10, 4, 5]",10
LichtBlick SE_8,17,2,"[4, 13]",13
LichtBlick SE_9,10,1,[10],10
Ludwig Fresenius Schulen_0,7,1,[7],7
Ludwig Fresenius Schulen_1,13,1,[13],13
Ludwig Fresenius Schulen_10,14,2,"[8, 6]",8
Ludwig Fresenius Schulen_11,13,1,[13],13
Ludwig Fresenius Schulen_12,9,2,"[4, 5]",5
Ludwig Fresenius Schulen_13,13,1,[13],13
Ludwig Fresenius Schulen_14,12,1,[12],12
Ludwig Fresenius Schulen_16,8,1,[8],8
Ludwig Fresenius Schulen_15,12,1,[12],12
Ludwig Fresenius Schulen_17,11,1,[11],11
Ludwig Fresenius Schulen_18,13,1,[13],13
Ludwig Fresenius Schulen_19,5,1,[5],5
Ludwig Fresenius Schulen_2,13,2,"[9, 4]",9
Ludwig Fresenius Schulen_20,14,2,"[8, 6]",8
Ludwig Fresenius Schulen_3,10,1,[10],10
Ludwig Fresenius Schulen_21,13,1,[13],13
Ludwig Fresenius Schulen_4,9,2,"[4, 5]",5
Ludwig Fresenius Schulen_5,15,2,"[11, 4]",11
Ludwig Fresenius Schulen_6,11,1,[11],11
Ludwig Fresenius Schulen_7,11,1,[11],11
Lotto Hessen_0,131,17,"[7, 7, 5, 7, 6, 6, 6, 6, 6, 8, 8, 14, 4, 4, 12, 12, 13]",14
Ludwig Fresenius Schulen_8,14,2,"[8, 6]",8
Level 3 Communications_0,332,29,"[4, 7, 5, 4, 15, 5, 4, 10, 10, 8, 6, 6, 8, 4, 8, 4, 9, 34, 34, 14, 26, 18, 16, 14, 18, 26, 4, 4, 7]",34
Ludwig Fresenius Schulen_9,12,1,[12],12
Makro_2,45,1,[45],45
Makro_3,70,1,[70],70
Lufthansa Technik_0,395,56,"[7, 6, 11, 11, 10, 7, 9, 5, 11, 7, 8, 13, 12, 12, 13, 8, 8, 10, 5, 30, 6, 4, 4, 9, 9, 4, 2, 3, 2, 7, 3, 4, 6, 6, 4, 8, 14, 4, 4, 8, 4, 6, 6, 6, 8, 3, 3, 9, 4, 6, 4, 4, 4, 6, 4, 4]",30
Makro_5,49,1,[49],49
Makro_6,30,1,[30],30
Makro_4,59,2,"[15, 44]",44
Mannesmann_0,7,1,[7],7
Mannesmann_1,8,1,[8],8
Mannesmann_10,28,1,[28],28
Mannesmann_11,25,1,[25],25
Mannesmann_12,34,1,[34],34
Mannesmann_13,15,1,[15],15
Mannesmann_14,20,1,[20],20
Mannesmann_15,19,1,[19],19
Mannesmann_16,6,1,[6],6
Mannesmann_17,6,1,[6],6
Mannesmann_18,12,1,[12],12
Mannesmann_19,8,1,[8],8
Mannesmann_2,10,1,[10],10
Mannesmann_20,10,1,[10],10
Makro_7,47,2,"[18, 29]",29
Mannesmann_21,20,1,[20],20
Mannesmann_3,12,1,[12],12
Mannesmann_4,8,1,[8],8
Mannesmann_5,12,1,[12],12
Mannesmann_6,13,1,[13],13
Mannesmann_7,29,1,[29],29
Mannesmann_8,12,1,[12],12
Mannesmann_9,19,1,[19],19
Mansfelder Kupfer und Messing GmbH_1,7,1,[7],7
Mansfelder Kupfer und Messing GmbH_2,10,1,[10],10
Mansfelder Kupfer und Messing GmbH_3,9,1,[9],9
Markant_0,10,2,"[5, 5]",5
Markant_1,5,1,[5],5
Markant_10,5,2,"[3, 2]",3
Markant_11,5,2,"[3, 2]",3
Markant_12,4,1,[4],4
Makro_0,313,8,"[47, 29, 50, 73, 33, 48, 15, 18]",73
Markant_13,12,2,"[6, 6]",6
Markant_14,12,2,"[6, 6]",6
Markant_15,12,2,"[6, 6]",6
Markant_17,12,2,"[6, 6]",6
Markant_16,12,2,"[6, 6]",6
Markant_19,4,1,[4],4
Markant_2,5,1,[5],5
Markant_18,12,2,"[6, 6]",6
Markant_3,5,1,[5],5
Markant_4,8,2,"[4, 4]",4
Markant_6,5,1,[5],5
Markant_5,8,2,"[4, 4]",4
Markant_7,3,1,[3],3
Mansfelder Kupfer und Messing GmbH_0,198,23,"[13, 21, 21, 9, 6, 4, 8, 4, 8, 8, 9, 6, 8, 8, 8, 18, 3, 6, 6, 6, 6, 6, 6]",21
Markant_8,6,2,"[4, 2]",4
Markant_9,6,2,"[4, 2]",4
Marquard & Bahls_1,11,2,"[7, 4]",7
Marquard & Bahls_10,11,2,"[7, 4]",7
Makro_1,313,8,"[47, 29, 50, 73, 33, 48, 15, 18]",73
Marquard & Bahls_0,12,1,[12],12
Marquard & Bahls_12,11,1,[11],11
Marquard & Bahls_11,12,1,[12],12
Marquard & Bahls_13,19,1,[19],19
Marquard & Bahls_14,19,1,[19],19
Marquard & Bahls_2,18,3,"[5, 5, 8]",8
Marquard & Bahls_15,21,1,[21],21
Marquard & Bahls_4,13,2,"[8, 5]",8
Marquard & Bahls_5,13,2,"[8, 5]",8
Marquard & Bahls_3,21,3,"[6, 4, 11]",11
Marquard & Bahls_6,11,2,"[5, 6]",6
Marquard & Bahls_7,11,2,"[7, 4]",7
Masterrind_0,10,2,"[5, 5]",5
Marquard & Bahls_8,12,1,[12],12
Masterrind_2,5,1,[5],5
Marquard & Bahls_9,12,2,"[8, 4]",8
Masterrind_1,12,2,"[6, 6]",6
Masterrind_4,41,6,"[5, 11, 6, 4, 6, 9]",11
McMakler_0,14,1,[14],14
McMakler_1,9,1,[9],9
McMakler_2,14,1,[14],14
Masterrind_3,69,8,"[10, 13, 9, 13, 9, 4, 4, 7]",13
McMakler_4,12,1,[12],12
McMakler_5,5,1,[5],5
McMakler_3,19,2,"[13, 6]",13
McMakler_7,10,1,[10],10
Medialinx_0,10,2,"[5, 5]",5
McMakler_6,15,2,"[9, 6]",9
Medialinx_1,12,2,"[6, 6]",6
Medialinx_3,26,3,"[12, 6, 8]",12
Merck KGaA_0,27,1,[27],27
Medialinx_2,117,11,"[5, 5, 7, 4, 6, 8, 13, 24, 9, 17, 19]",24
Merck KGaA_2,16,1,[16],16
Merck KGaA_1,26,1,[26],26
Merck KGaA_3,25,1,[25],25
Merck KGaA_4,13,1,[13],13
Messer Cutting Systems_0,16,4,"[7, 3, 3, 3]",7
Messerschmitt_0,31,3,"[17, 5, 9]",17
Masterrind_5,279,66,"[3, 8, 8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 6, 6, 6, 6, 6, 4, 3, 3, 3, 4, 3, 2, 3, 4, 4, 3, 3, 4, 6, 6, 4, 4, 5, 6, 4, 4, 8, 4, 3, 4, 8, 3, 3, 6, 8, 6, 3, 6, 3, 6, 8, 8, 3, 3, 8, 3, 3, 6, 3, 6]",8
Metro AG_0,12,1,[12],12
Michael Weinig AG_0,13,1,[13],13
Michael Weinig AG_1,12,1,[12],12
Mercateo_0,164,15,"[7, 7, 12, 16, 17, 16, 16, 9, 22, 8, 8, 8, 8, 6, 4]",22
Michael Weinig AG_2,5,1,[5],5
Michael Weinig AG_4,5,1,[5],5
Michael Weinig AG_3,10,1,[10],10
Michael Weinig AG_6,11,1,[11],11
Michael Weinig AG_5,13,1,[13],13
Michael Weinig AG_7,16,1,[16],16
Michael Weinig AG_8,18,1,[18],18
Metro AG_1,111,9,"[16, 10, 10, 10, 19, 10, 16, 10, 10]",19
Mona Allgäu_1,53,3,"[27, 20, 6]",27
Messer Cutting Systems_1,210,24,"[11, 9, 13, 15, 15, 9, 6, 8, 11, 3, 7, 7, 7, 9, 8, 13, 10, 10, 10, 10, 6, 3, 6, 4]",15
MSG Systems_0,6,1,[6],6
Mitropa_0,96,10,"[13, 13, 23, 9, 8, 6, 6, 6, 6, 6]",23
MSG Systems_1,52,4,"[14, 15, 16, 7]",16
Multiconnect_10,6,1,[6],6
Multiconnect_0,38,6,"[8, 5, 3, 5, 8, 9]",9
Multiconnect_1,8,1,[8],8
Multiconnect_11,5,1,[5],5
Multiconnect_14,2,1,[2],2
Multiconnect_15,8,2,"[4, 4]",4
Multiconnect_13,9,2,"[5, 4]",5
Multiconnect_16,2,1,[2],2
Multiconnect_12,10,2,"[5, 5]",5
Multiconnect_18,2,1,[2],2
Multiconnect_17,4,1,[4],4
Multiconnect_2,7,1,[7],7
Multiconnect_19,4,1,[4],4
Multiconnect_20,2,1,[2],2
Multiconnect_3,7,1,[7],7
Multiconnect_4,7,1,[7],7
Multiconnect_5,7,1,[7],7
Multiconnect_6,10,1,[10],10
Multiconnect_7,10,1,[10],10
Multiconnect_8,8,1,[8],8
Multiconnect_9,8,1,[8],8
MWB Motorenwerke Bremerhaven AG_1,16,1,[16],16
MWB Motorenwerke Bremerhaven AG_0,18,1,[18],18
Mona Allgäu_0,353,27,"[10, 10, 18, 10, 12, 30, 30, 16, 20, 28, 16, 10, 10, 25, 10, 6, 6, 8, 4, 4, 8, 8, 10, 10, 10, 10, 14]",30
MWB Motorenwerke Bremerhaven AG_10,16,1,[16],16
MWB Motorenwerke Bremerhaven AG_11,14,1,[14],14
MWB Motorenwerke Bremerhaven AG_13,20,1,[20],20
MWB Motorenwerke Bremerhaven AG_14,14,1,[14],14
MWB Motorenwerke Bremerhaven AG_15,18,3,"[10, 4, 4]",10
MWB Motorenwerke Bremerhaven AG_12,22,2,"[18, 4]",18
MWB Motorenwerke Bremerhaven AG_17,14,1,[14],14
MWB Motorenwerke Bremerhaven AG_19,14,1,[14],14
MWB Motorenwerke Bremerhaven AG_16,22,2,"[18, 4]",18
MWB Motorenwerke Bremerhaven AG_18,18,1,[18],18
MWB Motorenwerke Bremerhaven AG_2,18,3,"[10, 4, 4]",10
MWB Motorenwerke Bremerhaven AG_22,20,2,"[16, 4]",16
MWB Motorenwerke Bremerhaven AG_20,22,2,"[18, 4]",18
MWB Motorenwerke Bremerhaven AG_21,28,1,[28],28
MWB Motorenwerke Bremerhaven AG_23,12,1,[12],12
MWB Motorenwerke Bremerhaven AG_24,14,1,[14],14
MWB Motorenwerke Bremerhaven AG_25,15,1,[15],15
MWB Motorenwerke Bremerhaven AG_27,12,1,[12],12
MWB Motorenwerke Bremerhaven AG_26,20,2,"[16, 4]",16
MWB Motorenwerke Bremerhaven AG_29,13,2,"[9, 4]",9
MWB Motorenwerke Bremerhaven AG_31,5,1,[5],5
MWB Motorenwerke Bremerhaven AG_30,5,1,[5],5
MWB Motorenwerke Bremerhaven AG_32,5,1,[5],5
MWB Motorenwerke Bremerhaven AG_33,7,1,[7],7
MWB Motorenwerke Bremerhaven AG_28,13,1,[13],13
MWB Motorenwerke Bremerhaven AG_3,18,1,[18],18
MWB Motorenwerke Bremerhaven AG_35,17,1,[17],17
MWB Motorenwerke Bremerhaven AG_34,17,1,[17],17
MWB Motorenwerke Bremerhaven AG_36,17,1,[17],17
MWB Motorenwerke Bremerhaven AG_4,8,2,"[4, 4]",4
MWB Motorenwerke Bremerhaven AG_5,10,1,[10],10
MWB Motorenwerke Bremerhaven AG_6,9,2,"[5, 4]",5
MWB Motorenwerke Bremerhaven AG_8,14,1,[14],14
MWB Motorenwerke Bremerhaven AG_9,15,1,[15],15
MWB Motorenwerke Bremerhaven AG_7,22,2,"[18, 4]",18
Nahkauf_1,9,1,[9],9
Nahkauf_0,9,1,[9],9
Nahkauf_3,9,1,[9],9
Nahkauf_10,16,2,"[12, 4]",12
Nahkauf_11,16,2,"[12, 4]",12
Nahkauf_5,12,1,[12],12
Nahkauf_6,10,1,[10],10
Nahkauf_7,11,1,[11],11
Nahkauf_2,17,1,[17],17
Nahkauf_8,11,1,[11],11
Nahkauf_9,14,1,[14],14
NCR Corporation_0,16,1,[16],16
NCR Corporation_1,15,1,[15],15
NCR Corporation_2,10,1,[10],10
NCR Corporation_3,10,1,[10],10
Nehlsen_0,9,1,[9],9
Nehlsen_1,12,1,[12],12
NCR Corporation_4,17,1,[17],17
NCR Corporation_5,16,1,[16],16
Nehlsen_2,12,1,[12],12
Nehlsen_3,5,1,[5],5
Nehlsen_5,10,1,[10],10
Nehlsen_6,9,1,[9],9
Nehlsen_4,14,1,[14],14
Nehlsen_7,14,1,[14],14
Nehlsen_8,15,1,[15],15
Neue leben_1,14,1,[14],14
Neue leben_0,16,2,"[11, 5]",11
Nehlsen_9,18,4,"[5, 5, 4, 4]",5
Neue leben_10,8,2,"[4, 4]",4
Neue leben_11,14,1,[14],14
Neue leben_12,14,1,[14],14
Neue leben_13,14,2,"[8, 6]",8
Neue leben_14,9,1,[9],9
Neue leben_15,6,1,[6],6
Neue leben_16,6,1,[6],6
Neue leben_17,9,1,[9],9
Neue leben_18,9,1,[9],9
Neue leben_19,7,1,[7],7
Neue leben_2,14,2,"[8, 6]",8
Neue leben_3,11,1,[11],11
Neue leben_4,14,2,"[8, 6]",8
Neue leben_6,10,2,"[6, 4]",6
Neue leben_5,14,2,"[8, 6]",8
Neue leben_7,14,2,"[8, 6]",8
Neue leben_9,5,2,"[2, 3]",3
Neue leben_8,14,1,[14],14
New i-d media_1,15,2,"[9, 6]",9
New i-d media_2,9,2,"[5, 4]",5
New i-d media_0,11,2,"[5, 6]",6
New i-d media_3,15,2,"[11, 4]",11
Nexus_0,11,1,[11],11
New i-d media_4,8,1,[8],8
Nexus_10,5,2,"[2, 3]",3
Nexus_11,8,2,"[4, 4]",4
Nexus_1,14,2,"[6, 8]",8
Nexus_12,12,1,[12],12
Nexus_14,12,2,"[6, 6]",6
Nexus_15,8,1,[8],8
Nexus_13,10,1,[10],10
Nexus_18,9,1,[9],9
Nexus_16,12,2,"[6, 6]",6
Nexus_17,16,2,"[12, 4]",12
Nexus_19,8,1,[8],8
Nexus_2,12,1,[12],12
Nahkauf_4,668,334,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2
Nexus_3,10,1,[10],10
Nexus_5,14,2,"[10, 4]",10
Nexus_4,19,2,"[13, 6]",13
Nexus_6,10,1,[10],10
Nexus_7,8,2,"[4, 4]",4
Nexus_9,9,1,[9],9
Nexus_8,12,1,[12],12
Nolte Küchen_0,11,1,[11],11
Nolte Küchen_1,17,3,"[3, 3, 11]",11
Nolte Küchen_10,22,4,"[4, 7, 4, 7]",7
Nolte Küchen_12,16,1,[16],16
Nolte Küchen_11,16,2,"[11, 5]",11
Nolte Küchen_3,13,1,[13],13
Nolte Küchen_2,8,1,[8],8
Nolte Küchen_7,5,1,[5],5
Nolte Küchen_6,9,1,[9],9
Nolte Küchen_4,13,1,[13],13
Nolte Küchen_5,11,1,[11],11
Nolte Küchen_8,14,1,[14],14
NOWEDA_1,13,2,"[5, 8]",8
NOWEDA_2,11,2,"[7, 4]",7
NOWEDA_0,11,2,"[4, 7]",7
Nolte Küchen_9,14,2,"[7, 7]",7
NRV-Rechtsschutz_0,8,1,[8],8
NRV-Rechtsschutz_1,11,1,[11],11
NRV-Rechtsschutz_10,8,1,[8],8
NRV-Rechtsschutz_14,7,1,[7],7
NRV-Rechtsschutz_12,10,1,[10],10
NRV-Rechtsschutz_11,11,1,[11],11
NRV-Rechtsschutz_13,8,1,[8],8
NRV-Rechtsschutz_5,8,1,[8],8
NRV-Rechtsschutz_3,12,2,"[8, 4]",8
NRV-Rechtsschutz_2,14,1,[14],14
NRV-Rechtsschutz_4,14,2,"[8, 6]",8
NRV-Rechtsschutz_7,8,1,[8],8
NRV-Rechtsschutz_6,11,1,[11],11
NRV-Rechtsschutz_9,9,1,[9],9
NRV-Rechtsschutz_8,9,1,[9],9
Orafol_11,6,1,[6],6
Orafol_12,6,1,[6],6
Orafol_1,23,3,"[10, 6, 7]",10
Orafol_13,8,2,"[4, 4]",4
Orafol_10,14,2,"[7, 7]",7
Orafol_14,17,2,"[13, 4]",13
Orafol_0,35,2,"[11, 24]",24
Orafol_3,15,2,"[10, 5]",10
