,filename,animation_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,stroke_width,opacity,stroke_opacity,fill_r,fill_g,fill_b,stroke_r,stroke_g,stroke_b,svg_fill_r,diff_fill_r,svg_fill_g,diff_fill_g,svg_fill_b,diff_fill_b,svg_stroke_r,diff_stroke_r,svg_stroke_g,diff_stroke_g,svg_stroke_b,diff_stroke_b,rel_width,rel_height,rel_x_position,rel_y_position,nr_paths_svg,nr_commands
10,logo_100,1,-6.856585,-4.980367,-4.1883073,-1.1118162,0.13635741,1.6590099,0.23552231,-0.52103186,0.4764575,0.4071223,0.56020176,-0.11094291,-0.106337816,-0.037827957,0.2332391,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03543279986233005,0.10456593369645618,0.04210118740320082,0.9458677963822196,30,5
11,logo_100,11,5.7978144,-2.9068935,-6.897919,0.6215178,-0.9287743,-1.2446731,-0.23746672,-0.18333292,1.0234944,-0.31852874,-0.37989807,0.038993947,0.09361562,-0.18502206,0.05212166,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012579590431939427,0.10459955618317526,0.5427207021166751,0.9458846076255791,30,5
12,logo_100,10,0.70979077,-5.1621156,0.9963225,-1.4437594,1.1279203,-1.8740304,0.9296751,-0.51615006,1.0406828,-0.38830292,0.07454837,0.050691877,-0.037555482,0.032918718,0.047581557,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04135260712441915,0.10456593369645618,0.5064102564102563,0.9458677963822196,30,13
13,logo_100,12,9.70214,-8.566321,-2.6676433,0.94304633,0.2379677,-1.5672997,0.7754498,-0.32328796,0.71080315,-0.38222077,-0.28227967,0.03306402,0.04565674,0.19944367,0.09477145,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04150748580278781,0.10459955618317526,0.5834968163827223,0.9458846076255791,30,11
14,logo_100,15,5.673386,0.5620161,-6.118895,0.29919177,-0.88761306,-1.2657052,-0.20319393,-0.3494973,1.2016436,-0.2433891,-0.2587412,0.12707093,0.099663906,-0.24540146,0.04017799,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012579590431939427,0.10459955618317526,0.7129323696437788,0.9458846076255791,30,14
15,logo_100,14,14.1769285,-0.8847332,-0.73619574,-1.1782179,0.22445704,-0.2831064,0.7469495,0.5186851,-0.67907125,0.25822464,-0.4548653,-0.0023010343,0.1393935,0.35751134,-0.23747574,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033970056788849526,0.10816353977540176,0.6771639993116502,0.945918230112298,30,13
16,logo_100,13,3.6336527,0.11679906,2.0845716,-1.9813128,1.065475,-2.1786938,1.1166915,-0.7616268,1.3435774,-0.44114345,0.14297092,0.062010586,0.1281778,0.33284122,-0.014390879,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031818964033729046,0.10459955618317508,0.6338754087076234,0.945884607625579,30,11
17,logo_100,16,9.076922,-6.410884,-7.731029,0.43834713,-1.3632746,0.7997015,-0.4989403,0.4111947,-0.37780866,0.62208956,0.5315548,0.041427806,0.077779986,-0.18885526,-0.038227733,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04548270521424884,0.1081971622621218,0.7543710204784029,0.9459014188689391,30,5
18,logo_100,17,8.632,-0.8567021,-3.1928728,-0.78507227,0.38035616,-1.620362,-0.27200627,-0.6875993,1.3684099,-0.28733045,-0.20414194,0.035215955,0.03836132,0.1786198,-0.08670476,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030304594734124952,0.10459955618317526,0.8047065909482015,0.9458846076255791,30,13
19,logo_100,18,10.32318,-2.9472742,-7.1531844,-0.19478075,-1.2495595,0.7940067,-0.5394397,0.33282572,-0.32719296,0.65830237,0.6566284,0.0939208,0.13525929,-0.33600616,-0.09047274,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045482705214249915,0.1081971622621218,0.8514799518155222,0.9459014188689391,30,13
20,logo_100,19,15.891903,0.0462593,0.8737348,0.08301731,-0.2164255,-0.2463718,0.6667576,0.43351892,-0.78383,-0.06381589,-0.13960764,-0.07585525,-0.079020575,0.012176856,-0.22465381,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043262777490965965,0.10819716226212141,0.9067286181380136,0.9458677963822193,30,5
21,logo_100,2,-7.2711835,-2.0899746,0.09822676,-1.8417873,-0.19604962,3.3809855,1.5650501,-2.0935667,0.48859477,-0.78884166,-0.2204718,-0.41201627,0.2825411,-0.17743982,0.19324395,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038289451041128894,0.10459955618317508,0.0899931165031836,0.945884607625579,30,5
22,logo_100,20,9.880547,-2.4245894,-7.56147,1.4680321,-1.2511388,-1.2594248,-0.10425372,-0.21352004,0.83162427,-0.32300225,-0.4809746,0.10402736,0.14866439,-0.12391248,0.004736055,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012579590431939328,0.10459955618317526,0.947934950955085,0.9458846076255791,30,7
23,logo_100,21,14.861948,3.1125166,0.08700145,0.93869495,0.36482012,-1.9151956,1.8531454,-0.63867295,0.49904427,-0.28084138,0.05375405,-0.11693004,-0.098367594,0.3150675,-0.19660303,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03181896403372934,0.10459955618317508,0.9840905179831352,0.945884607625579,30,5
