filename,animation_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,href,stroke_width,opacity,stroke_opacity,fill_r,fill_g,fill_b,stroke_r,stroke_g,stroke_b,svg_fill_r,diff_fill_r,svg_fill_g,diff_fill_g,svg_fill_b,diff_fill_b,svg_stroke_r,diff_stroke_r,svg_stroke_g,diff_stroke_g,svg_stroke_b,diff_stroke_b,rel_width,rel_height,rel_x_position,rel_y_position,nr_paths_svg
logo_0,1,11.2673855,10.743526,-1.6212904,-1.2109922,0.6820236999999999,4.925882,2.2553122,0.9250176999999999,4.779317,-0.35438347,,0.0,1.0,1.0,197,0,123,0,0,0,238.6,-41.6,162.6,-162.6,127.4,-4.400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.391016501588856,0.4582312519381381,0.7069574460696921,0.5770491274359486,10
logo_0,0,-4.996587,1.6848023999999997,2.6799462000000003,0.42273468,2.9061362999999996,5.9285836,1.5410043,-0.10649657,6.893532799999999,0.09571504,,0.0,1.0,1.0,250,187,0,0,0,0,238.6,11.400000000000004,162.6,24.40000000000001,127.4,-127.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4885508047247358,0.6519365554667521,0.2671737929128963,0.35517846167678424,10
logo_0,3,8.274405499999999,-0.8993030000000001,4.046901999999999,0.7135159000000001,-2.461293,3.2813220000000003,1.9478224999999998,0.47268808,4.2002726,0.11557782400000001,,0.0,1.0,1.0,197,0,123,0,0,0,238.6,-41.6,162.6,-162.6,127.4,-4.400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.3910421182881842,0.4582312519381379,0.3159281361311721,0.5770491274359484,10
logo_0,2,11.903552000000001,2.6694689,3.759462,0.42802049999999997,-2.5202459999999998,0.31120217,1.8557909,5.7632346,-0.87555814,-2.2098383999999998,,0.0,1.0,1.0,236,116,4,0,0,0,238.6,-2.5999999999999943,162.6,-46.6,127.4,-123.4,0.0,0.0,0.0,0.0,0.0,0.0,0.7691683359812114,0.31873316519978745,0.511440560889687,0.8406334174001062,10
logo_0,5,8.466207,14.569347,2.5943666000000003,-1.3363011999999999,-3.2483501,0.9747805,1.4788675,1.8433576,3.2391834,0.101673365,,0.0,1.0,1.0,250,187,0,0,0,0,238.6,11.400000000000004,162.6,24.40000000000001,127.4,-127.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4885508047247358,0.6519308133320811,0.755724597637632,0.3551813327441197,10
logo_0,4,1.5734195,1.851925,1.2341073999999999,0.6514903000000001,-1.2423728,5.734699,3.3418345,2.799855,1.3438783,-1.5102556999999999,,0.0,1.0,1.0,236,116,4,0,0,0,238.6,-2.5999999999999943,162.6,-46.6,127.4,-123.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5734613524901568,0.3062604011186029,0.5115528079021896,0.1946145795803524,10
logo_0,8,16.937952,-6.1967435,-0.7287818,4.2984160000000005,0.351867,0.52389294,1.1636977,1.4495599,0.38290343,0.04250693,,0.0,1.0,1.0,255,255,255,0,0,0,238.6,16.400000000000006,162.6,92.4,127.4,127.6,0.0,0.0,0.0,0.0,0.0,0.0,0.12300545693168465,0.1441830940003779,0.5417472542653863,0.8783262133923521,10
logo_0,6,6.0958239999999995,-10.623444000000001,-0.8500395000000001,2.0864017,-2.8438303,-0.36015624,0.7903764,0.37791896,0.77393407,0.8977643,,0.0,1.0,1.0,255,255,255,0,0,0,238.6,16.400000000000006,162.6,92.4,127.4,127.6,0.0,0.0,0.0,0.0,0.0,0.0,0.12626925467983713,0.15632988487999105,0.3283311459556539,0.879870296978743,10
logo_0,7,17.063833,-6.12261,0.7159578000000001,0.69739264,0.1059558,0.2778104,0.44132712,-0.41114059999999997,1.313984,0.65681356,,0.0,1.0,1.0,255,255,255,0,0,0,238.6,16.400000000000006,162.6,92.4,127.4,127.6,0.0,0.0,0.0,0.0,0.0,0.0,0.02992678041030612,0.14871240585379294,0.4330921461628789,0.8796301061986378,10
logo_0,9,12.04021,-2.8416584,-4.042301,1.1205733,-3.6781019999999995,-0.33279365,0.6930356,0.5079294,1.1436171999999998,0.5412304,,0.0,1.0,1.0,255,255,255,0,0,0,238.6,16.400000000000006,162.6,92.4,127.4,127.6,0.0,0.0,0.0,0.0,0.0,0.0,0.126269254679837,0.1564156673014573,0.6929957864198384,0.879913188189476,10
logo_100,11,7.8747683,-3.3899002,2.0521977,-4.6417665,1.2183381000000002,0.016773809,-1.107184,-0.6492643,-0.5722646,-0.15762341,,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.0909090909090913,-3.0909090909090913,6.727272727272728,-6.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.012579590431939429,0.10459955618317526,0.5427207021166751,0.9458846076255792,22
logo_100,1,5.2468886,-10.771059,4.093511,-2.1865357999999997,0.21310145,-1.5613241000000002,1.418696,0.16588536,-0.21408926,0.37356907,,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.0909090909090913,-3.0909090909090913,6.727272727272728,-6.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.03543279986233005,0.10456593369645617,0.04210118740320082,0.9458677963822196,22
logo_100,10,13.109407000000001,-3.0320723,-1.9335711,1.0874208,-0.98685336,-0.31698957,-1.4444155,-1.8370878000000002,-0.6708701,-0.08479556,,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.0909090909090913,-3.0909090909090913,6.727272727272728,-6.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.04135260712441915,0.10456593369645617,0.5064102564102563,0.9458677963822196,22
logo_100,0,7.279385,6.5886145,-10.237781,9.651066,7.267148,0.95113254,-0.47367346,-1.8309148999999998,0.31176809999999994,2.0185416000000003,,0.0,1.0,1.0,0,68,148,0,0,0,0.0,0.0,3.0909090909090913,64.9090909090909,6.727272727272728,141.27272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.3381689898468427,0.7342142424853736,0.5099896747547754,0.4155235021182164,22
logo_100,12,19.147545,-0.3423764,-0.41924852,0.1589221,1.2195331,-0.4830468,-1.3839533000000002,-1.2357893999999998,-0.53631735,-0.257808,,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.0909090909090913,-3.0909090909090913,6.727272727272728,-6.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.04150748580278781,0.10459955618317526,0.5834968163827223,0.9458846076255792,22
logo_100,14,9.735012,-0.9977838,-5.1685214,-0.53683215,-2.7808053,-0.6629457,-0.5884261,-0.10266926,0.37257802,0.03934599,,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.0909090909090913,-3.0909090909090913,6.727272727272728,-6.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.033970056788849526,0.10816353977540176,0.6771639993116502,0.945918230112298,22
logo_100,13,19.512795999999998,-3.4374230000000003,0.9742156,1.6649587,1.4095671,-0.7798498,-1.4002782,-1.2907912,-0.31590763,-0.030336926,,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.0909090909090913,-3.0909090909090913,6.727272727272728,-6.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.03181896403372905,0.10459955618317507,0.6338754087076234,0.9458846076255791,22
logo_100,15,11.059837,0.4042381,0.7658663,-5.354367,1.6239051000000002,-0.10437786,-1.2519978,-0.6380544,-0.5001259,-0.23408946,,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.0909090909090913,-3.0909090909090913,6.727272727272728,-6.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.012579590431939429,0.10459955618317526,0.7129323696437788,0.9458846076255792,22
logo_100,16,17.051920000000003,5.1650696,-0.58042544,-6.0422153,2.4408939999999997,-1.3274629999999998,0.23528154,1.2949926999999999,0.55556875,0.5955915,,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.0909090909090913,-3.0909090909090913,6.727272727272728,-6.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.04548270521424884,0.1081971622621218,0.7543710204784029,0.9459014188689392,22
logo_100,17,18.901966,-2.983264,2.5133977,-1.8002063000000001,2.4645777,-0.0682799,-0.9067728999999999,-0.8904679,-0.035181176,-0.06589088,,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.0909090909090913,-3.0909090909090913,6.727272727272728,-6.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.03030459473412495,0.10459955618317526,0.8047065909482015,0.9458846076255792,22
logo_100,18,13.786221,1.9993794999999999,-1.0731611,-5.9467463,1.2333406,-1.3129226,0.447108,1.1320814,0.32129709999999995,0.79998463,,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.0909090909090913,-3.0909090909090913,6.727272727272728,-6.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.04548270521424992,0.1081971622621218,0.8514799518155222,0.9459014188689392,22
logo_100,19,20.581160999999998,0.15139054,-2.5097342,1.5746118999999998,0.9865038,-1.074149,-0.57242525,0.68073905,0.28301024,-0.16972034,,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.0909090909090913,-3.0909090909090913,6.727272727272728,-6.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.04326277749096597,0.1081971622621214,0.9067286181380136,0.9458677963822192,22
logo_100,20,13.544288,6.2742796,-0.58509326,-6.0879970000000005,2.1099086,-0.21921165,-1.480509,-0.5951324,-0.21486527,-0.3694874,,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.0909090909090913,-3.0909090909090913,6.727272727272728,-6.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.012579590431939328,0.10459955618317526,0.947934950955085,0.9458846076255792,22
